,timestamp,lp
2023-06-28 14:51:33.786832,,589.5
2023-06-28 14:51:33.917751,,589.45
2023-06-28 14:51:34.786214,,589.55
2023-06-28 14:51:34.909136,,589.4
2023-06-28 14:51:35.792590,,589.45
2023-06-28 14:51:36.176352,,589.4
2023-06-28 14:51:36.783974,,589.45
2023-06-28 14:51:37.322642,,589.4
2023-06-28 14:51:37.786352,,589.55
2023-06-28 14:51:38.315026,,589.4
2023-06-28 14:51:40.519303,,589.45
2023-06-28 14:51:40.796130,,589.5
2023-06-28 14:51:41.521681,,589.45
2023-06-28 14:51:41.787515,,589.5
2023-06-28 14:51:42.796891,,589.45
2023-06-28 14:51:43.729779,,589.4
2023-06-28 14:51:45.790980,,589.45
2023-06-28 14:51:46.787969,,589.4
2023-06-28 14:51:47.786235,,589.3
2023-06-28 14:51:48.329012,,589.25
2023-06-28 14:51:50.531992,,589.4
2023-06-28 14:51:51.929562,,589.2
2023-06-28 14:51:52.820010,,589.4
2023-06-28 14:51:53.804474,,589.35
2023-06-28 14:51:54.805565,,589.1
2023-06-28 14:51:55.788085,,589.3
2023-06-28 14:51:56.139345,,589.1
2023-06-28 14:51:57.335868,,589.35
2023-06-28 14:51:57.789949,,589.25
2023-06-28 14:51:58.341319,,589.2
2023-06-28 14:51:58.801029,,589.1
2023-06-28 14:51:59.339310,,589.3
2023-06-28 14:52:01.789493,,589.15
2023-06-28 14:52:02.763891,,589.35
2023-06-28 14:52:03.745280,,589.25
2023-06-28 14:52:03.795249,,589.15
2023-06-28 14:52:05.545937,,589.2
2023-06-28 14:52:05.791785,,589.25
2023-06-28 14:52:06.752751,,589.2
2023-06-28 14:52:07.833556,,589.25
2023-06-28 14:52:09.358517,,589.2
2023-06-28 14:52:10.801018,,589.25
2023-06-28 14:52:11.792048,,589.15
2023-06-28 14:52:12.556958,,589.25
2023-06-28 14:52:17.559723,,589.2
2023-06-28 14:52:18.799354,,589.25
2023-06-28 14:52:20.801633,,589.3
2023-06-28 14:52:20.963045,,589.25
2023-06-28 14:52:21.794112,,589.3
2023-06-28 14:52:23.568406,,589.35
2023-06-28 14:52:24.373819,,589.3
2023-06-28 14:52:24.811597,,589.25
2023-06-28 14:52:25.572119,,589.35
2023-06-28 14:52:25.793979,,589.3
2023-06-28 14:52:27.574117,,589.4
2023-06-28 14:52:28.574348,,589.35
2023-06-28 14:52:29.583828,,589.2
2023-06-28 14:52:30.780017,,589.3
2023-06-28 14:52:30.982858,,589.15
2023-06-28 14:52:31.797688,,589.35
2023-06-28 14:52:31.978093,,589.3
2023-06-28 14:52:32.798735,,589.4
2023-06-28 14:52:33.800837,,589.2
2023-06-28 14:52:34.802891,,589.4
2023-06-28 14:52:35.798894,,589.3
2023-06-28 14:52:38.186680,,589.4
2023-06-28 14:52:39.190239,,589.3
2023-06-28 14:52:39.797863,,589.4
2023-06-28 14:52:40.799155,,589.3
2023-06-28 14:52:42.396347,,589.25
2023-06-28 14:52:43.597482,,589.05
2023-06-28 14:52:44.597126,,589.25
2023-06-28 14:52:44.798552,,589.05
2023-06-28 14:52:46.598333,,589.25
2023-06-28 14:52:46.801207,,589.05
2023-06-28 14:52:48.805888,,589.3
2023-06-28 14:52:50.202813,,589.2
2023-06-28 14:52:50.804440,,589.3
2023-06-28 14:52:51.406067,,589.25
2023-06-28 14:52:52.409446,,589.3
2023-06-28 14:52:52.801362,,589.25
2023-06-28 14:52:53.407803,,589.35
2023-06-28 14:52:54.615765,,589.25
2023-06-28 14:52:54.846625,,589.4
2023-06-28 14:52:55.617766,,589.45
2023-06-28 14:52:55.803430,,589.65
2023-06-28 14:52:56.802759,,589.45
2023-06-28 14:52:57.616659,,589.65
2023-06-28 14:52:57.806614,,589.5
2023-06-28 14:52:58.807589,,589.7
2023-06-28 14:53:00.805361,,589.75
2023-06-28 14:53:01.803740,,589.7
2023-06-28 14:53:02.808117,,589.75
2023-06-28 14:53:03.027982,,589.7
2023-06-28 14:53:03.805498,,589.65
2023-06-28 14:53:04.224239,,589.55
2023-06-28 14:53:04.804879,,589.8
2023-06-28 14:53:05.811235,,589.7
2023-06-28 14:53:06.446842,,589.75
2023-06-28 14:53:06.810615,,589.55
2023-06-28 14:53:07.638889,,589.8
2023-06-28 14:53:10.034465,,589.75
2023-06-28 14:53:10.807029,,589.7
2023-06-28 14:53:14.648537,,589.75
2023-06-28 14:53:15.638954,,589.8
2023-06-28 14:53:16.640179,,589.75
2023-06-28 14:53:16.806080,,589.8
2023-06-28 14:53:17.640676,,589.65
2023-06-28 14:53:18.642162,,589.75
2023-06-28 14:53:18.808064,,589.65
2023-06-28 14:53:19.645883,,589.7
2023-06-28 14:53:20.815449,,589.75
2023-06-28 14:53:21.807832,,589.7
2023-06-28 14:53:22.810214,,589.75
2023-06-28 14:53:22.848187,,589.7
2023-06-28 14:53:23.811528,,589.5
2023-06-28 14:53:24.807905,,589.75
2023-06-28 14:53:25.807288,,589.7
2023-06-28 14:53:27.809206,,589.5
2023-06-28 14:53:28.268916,,589.7
2023-06-28 14:53:29.810505,,589.6
2023-06-28 14:53:30.468101,,589.55
2023-06-28 14:53:31.810728,,589.45
2023-06-28 14:53:32.809467,,589.55
2023-06-28 14:53:33.459577,,589.45
2023-06-28 14:53:33.812033,,589.65
2023-06-28 14:53:34.661834,,589.45
2023-06-28 14:53:35.665287,,589.5
2023-06-28 14:53:36.810069,,589.4
2023-06-28 14:53:37.468721,,589.6
2023-06-28 14:53:37.814977,,589.5
2023-06-28 14:53:38.474463,,589.4
2023-06-28 14:53:39.670223,,589.6
2023-06-28 14:53:39.815130,,589.55
2023-06-28 14:53:40.671422,,589.5
2023-06-28 14:53:41.815614,,589.65
2023-06-28 14:53:43.075264,,589.5
2023-06-28 14:53:43.812281,,589.45
2023-06-28 14:53:44.277903,,589.5
2023-06-28 14:53:44.819007,,589.4
2023-06-28 14:53:45.815184,,589.55
2023-06-28 14:53:46.813406,,589.6
2023-06-28 14:53:47.680053,,589.55
2023-06-28 14:53:48.812606,,589.5
2023-06-28 14:53:49.680068,,589.4
2023-06-28 14:53:50.818361,,589.5
2023-06-28 14:53:50.889321,,589.4
2023-06-28 14:53:51.815745,,589.5
2023-06-28 14:53:53.070988,,589.6
2023-06-28 14:53:53.486739,,589.55
2023-06-28 14:53:53.820817,,589.6
2023-06-28 14:53:54.495716,,589.5
